234	138
234	189
313	233
313	341
373	294
373	406
175	248
175	472
416	343
416	384
246	320
246	396
25	197
25	454
391	78
391	117
391	177
391	293
391	468
32	216
440	17
440	213
55	103
55	388
55	393
55	454
312	48
312	448
352	184
352	205
197	25
197	233
186	51
186	61
190	189
190	224
177	149
177	170
177	391
228	168
228	335
189	190
189	234
43	40
43	42
98	354
98	363
114	188
114	292
267	213
267	399
267	400
306	231
306	413
359	63
359	185
393	55
393	193
213	267
213	440
218	101
218	201
301	131
301	231
266	76
266	244
140	181
140	371
155	24
155	174
155	298
155	345
209	297
209	379
358	18
358	376
403	112
403	242
403	390
394	70
394	468
394	471
394	474
456	117
456	400
348	241
348	413
192	16
346	264
346	300
346	321
284	264
284	431
243	95
243	119
335	24
335	228
365	152
365	183
125	103
125	123
125	254
376	131
376	144
376	303
376	358
230	71
230	426
328	287
424	80
424	345
478	262
478	340
282	165
282	475
145	54
145	196
6	188
6	254
97	149
97	152
260	162
260	203
83	205
83	469
357	200
319	21
319	136
16	192
16	224
20	134
369	363
369	448
430	272
430	290
363	98
363	369
363	398
363	431
80	23
80	424
374	182
374	378
382	31
382	386
73	14
73	215
205	83
205	211
205	281
205	352
123	65
123	122
123	125
123	254
457	276
457	303
2	63
2	165
217	421
217	428
170	133
170	177
307	337
307	368
414	36
414	466
472	38
472	96
472	175
472	180
297	65
297	209
196	145
196	314
95	243
95	258
353	388
353	444
344	248
344	450
316	48
316	263
316	274
316	349
141	59
141	121
141	158
337	18
337	231
337	302
337	307
198	71
198	72
476	372
476	390
355	28
355	305
42	43
42	138
225	109
24	155
24	335
298	8
298	155
226	10
226	294
212	292
212	311
199	207
199	398
323	21
323	121
63	2
63	3
63	67
63	359
417	48
417	429
386	178
386	382
420	245
420	360
207	57
207	199
436	54
436	269
34	387
34	401
7	164
7	396
238	91
276	93
276	457
93	72
93	276
460	324
460	469
158	141
158	169
464	223
464	290
372	269
372	435
372	476
281	205
281	283
349	82
349	316
257	101
257	254
184	75
184	352
410	148
410	362
408	159
408	277
37	40
37	409
134	20
134	159
263	195
263	316
375	31
375	302
329	133
329	325
245	287
245	420
31	375
31	382
325	61
325	329
325	466
426	28
426	230
345	155
345	424
241	348
241	387
18	337
18	358
387	34
387	241
28	240
28	272
28	355
28	426
292	114
292	212
146	44
146	227
413	306
413	348
215	73
215	450
130	3
130	385
21	319
21	323
188	6
188	114
273	151
167	195
167	431
321	9
321	154
321	200
321	346
57	207
57	242
371	140
371	235
286	160
286	285
165	2
165	75
165	219
165	282
366	343
366	467
61	186
61	325
96	38
96	472
164	7
164	162
38	96
38	311
38	465
38	472
419	290
419	397
180	127
180	472
44	115
44	146
406	373
406	452
220	110
220	407
244	266
244	275
144	376
144	467
407	220
407	341
108	65
108	454
227	10
227	146
444	193
444	204
444	278
444	353
201	218
201	422
224	16
224	190
62	172
62	269
239	84
239	172
36	261
36	414
379	67
379	209
379	308
379	412
324	288
324	460
147	99
147	258
277	17
277	408
305	81
305	355
435	204
435	372
237	131
237	402
54	145
54	436
299	161
299	169
431	167
431	216
431	284
431	363
258	95
258	147
81	305
81	397
168	182
168	228
384	235
384	416
233	197
233	313
151	136
151	273
396	7
396	246
452	100
452	406
283	281
283	453
160	286
160	422
70	315
70	394
272	28
272	430
475	282
475	474
159	134
159	408
203	260
203	351
339	127
339	247
109	119
109	225
400	267
400	456
136	151
136	319
8	183
8	298
216	32
216	431
187	1
187	59
65	103
65	108
65	123
65	297
311	38
311	212
76	266
468	391
468	394
247	88
247	339
293	391
293	469
195	167
195	263
294	226
294	373
231	110
231	301
231	306
231	337
295	148
295	240
368	307
368	378
117	391
117	456
59	4
59	141
59	142
59	187
350	161
437	210
280	91
280	210
450	215
450	344
302	337
302	375
22	131
22	314
274	316
274	423
122	67
122	123
30	5
30	50
303	376
303	457
314	22
314	196
439	174
439	421
181	140
181	269
110	220
110	231
454	25
454	55
454	108
454	154
99	13
99	147
100	111
100	452
9	321
9	402
88	247
88	453
480	308
480	315
40	13
40	37
40	43
40	115
115	40
115	44
75	165
75	184
288	324
288	399
354	98
354	447
308	379
308	480
474	394
474	475
204	435
204	444
172	1
172	62
172	239
172	262
82	349
397	81
397	419
103	55
103	65
103	101
103	125
103	388
412	341
412	379
10	226
10	227
162	164
162	260
90	19
90	91
448	312
448	369
138	42
138	234
271	5
271	447
287	245
287	328
320	246
362	235
362	410
409	37
409	261
71	198
71	230
447	271
447	354
315	70
315	480
248	175
248	344
469	83
469	293
469	460
469	471
253	67
253	254
262	172
262	478
91	90
91	238
91	280
91	423
340	300
340	478
360	223
360	420
428	217
285	286
285	429
300	340
300	346
211	205
211	385
254	6
254	123
254	125
254	185
254	253
254	257
401	34
401	78
4	59
50	30
50	112
19	48
19	90
471	394
471	469
378	368
378	374
351	23
351	203
385	130
385	211
183	8
183	365
453	88
453	283
341	219
341	313
341	407
341	412
3	63
3	130
174	155
174	439
152	97
152	365
242	57
242	403
223	360
223	464
131	22
131	237
131	301
131	376
200	321
200	357
289	142
289	235
388	55
388	103
388	112
388	353
51	149
51	186
67	63
67	122
67	253
67	379
133	170
133	329
13	40
13	99
264	284
264	346
466	325
466	414
261	36
261	409
219	165
219	341
399	267
399	288
402	9
402	237
275	14
275	244
148	295
148	410
48	19
48	312
48	316
48	417
235	289
235	362
235	371
235	384
210	280
210	437
423	91
423	274
169	158
169	299
185	254
185	359
178	78
178	386
78	178
78	304
78	391
78	401
398	199
398	363
127	180
127	339
127	465
429	285
429	417
72	93
72	198
5	30
5	271
111	100
421	217
421	439
84	239
84	278
343	366
343	416
193	393
193	444
154	321
154	454
465	38
465	127
14	73
14	275
390	403
390	476
467	144
467	366
1	172
1	187
422	160
422	201
269	62
269	181
269	372
269	436
112	50
112	101
112	388
112	403
149	51
149	97
149	177
149	304
101	103
101	112
101	218
101	257
17	277
17	440
119	109
119	243
278	84
278	444
290	419
290	430
290	464
161	299
161	350
142	59
142	289
304	78
304	149
182	168
182	374
23	80
23	351
121	141
121	323
240	28
240	295
