DenfertRochereau	2.332727909	48.8339013	1906
Dugommier	2.389963567	48.83904937	1909
Dupleix	2.293610573	48.85039234	1906
Duroc	2.316479087	48.84682874	1923
EcoleMilitaire	2.306737304	48.85510987	1913
EcoleVeterinairedeMaisonsAlfort	2.421881855	48.81519006	1970
EdgarQuinet	2.325083613	48.84104773	1906
Eglised'Auteuil	2.269020081	48.8471694	1913
EglisedePantin	2.412917912	48.89362771	1942
EsplanadedelaDefense	2.249955	48.888361	1992
EtienneMarcel	2.350607514	48.86411131	1908
Europe	2.32238	48.878821	1904
Exelmans	2.259549201	48.84240522	1922
FaidherbeChaligny	2.38339752	48.8501576	1931
Falguiere	2.318286896	48.84456584	1910
FelixFaure	2.291004	48.842351	1937
FillesduCalvaire	2.366121411	48.86407249	1931
Fortd'Aubervilliers	2.40378499	48.91423986	1979
FranklinD.Roosevelt	2.30989	48.868977	1900
GabrielPeri	2.294388413	48.91657541	1980
Gaite	2.322637	48.838654	1937
Gallieni	2.416637	48.864936	1971
Gambetta	2.398451	48.864947	1905
Gared'Austerlitz	2.364970744	48.84262588	1906
Garedel'Est	2.358278632	48.87614188	1907
GaredeLyon	2.373929322	48.84472824	1900
GareduNord	2.354931	48.880575	1907
Garibaldi	2.331907153	48.90639693	1952
GeorgeV	2.300569	48.872013	1900
Glaciere	2.343384326	48.8311505	1906
Goncourt	2.370686531	48.86983144	1935
GrandsBoulevards	2.344341874	48.87142633	1931
GuyMoquet	2.327174	48.892221	1911
HavreCaumartin	2.327968	48.873465	1904
Hoche	2.403144	48.891494	1942
HoteldeVille	2.351525	48.857487	1900
Iena	2.293379903	48.86446597	1923
Invalides	2.314658	48.860764	1913
JacquesBonsergent	2.36060679	48.8712005	1906
Jasmin	2.267856002	48.85189783	1922
Jaures	2.370198369	48.88179008	1903
JavelAndreCitroen	2.278716	48.846165	1913
Jourdain	2.389507592	48.87519986	1935
JulesJoffrin	2.344781756	48.89243737	1912
Jussieu	2.355738	48.846052	1931
Kleber	2.293118	48.871138	1900
LaChapelle	2.360287607	48.88441111	1903
LaCourneuve8Mai1945	2.410668	48.920777	1987
LaDefense	2.240116596	48.89129109	1992
LaFourche	2.325875	48.8869	1911
LamarckCaulaincourt	2.338159	48.889139	1912
LaMottePicquetGrenelle	2.298089862	48.84914273	1906
LaMuette	2.273719311	48.85771818	1922
LaTourMaubourg	2.310398519	48.857667	1913
Laumiere	2.378524	48.885006	1942
LedruRollin	2.375160456	48.85152896	1931
LeKremlinBicetre	2.361849	48.810388	1982
LePeletier	2.339548767	48.87472003	1910
LesAgnettes	2.285891175	48.92303856	1980
LesGobelins	2.352467	48.835896	1930
LesHalles	2.345972657	48.8623962	1908
LesSablons	2.272432	48.880966	1937
Liberte	2.407022	48.825882	1942
Liege	2.326983	48.879626	1911
LouisBlanc	2.364839315	48.88113745	1910
LouiseMichel	2.288073	48.889273	1937
Lourmel	2.2818169	48.8386045	1937
LouvreRivoli	2.340283	48.86108	1900
Mabillon	2.335321605	48.85277499	1925
Madeleine	2.325000465	48.87048246	1910
MairiedeClichy	2.305342555	48.90395865	1980
MairiedeMontreuil	2.441847	48.862283	1937
MairiedeSaintOuen	2.333752513	48.91161864	1952
MairiedesLilas	2.416289449	48.87978806	1937
Mairied'Issy	2.273434	48.824152	1934
Mairied'Ivry	2.383386791	48.81112408	1946
MaisonBlanche	2.358531	48.822155	1930
MaisonsAlfortLesJuilliottes	2.446432	48.802567	1972
MaisonsAlfortStade	2.436073422	48.80868116	1970
MalakoffPlateaudeVanves	2.298344672	48.82284245	1976
MalakoffRueEtienneDolet	2.297301292	48.81470258	1976
Malesherbes	2.311002	48.882476	1910
Maraichers	2.40699023	48.85285088	1933
MarcadetPoissonniers	2.350028157	48.89036876	1908
MarcelSembat	2.243579328	48.83367001	1934
MarxDormoy	2.359909	48.891213	1916
MaubertMutualite	2.347936034	48.8501929	1930
Menilmontant	2.383618	48.866248	1903
MichelAngeAuteuil	2.263870239	48.84777129	1913
MichelAngeMolitor	2.261194	48.84496	1913
MichelBizot	2.40123421	48.83748523	1931
Mirabeau	2.271707654	48.84673872	1913
Miromesnil	2.314464748	48.87366684	1923
Miromesnil	2.314464748	48.87366684	1973
Monceau	2.308603	48.880319	1902
Montgallet	2.389974	48.844276	1931
MontparnasseBienvenue	2.323072	48.843466	1906
MoutonDuvernet	2.330325	48.832139	1909
Nation	2.3958	48.848389	1900
Nationale	2.362717688	48.83318272	1909
NotreDamedeLorette	2.337341309	48.87603956	1910
NotreDamedesChamps	2.328787744	48.84456761	1910
Oberkampf	2.368877	48.864545	1906
Odeon	2.338951	48.852066	1910
Olympiades	2.36828059	48.8272624	2007
Opera	2.3323524	48.87063595	1904
Ourcq	2.385747	48.886856	1942
PalaisRoyalMuseeduLouvre	2.336578	48.862644	1900
Parmentier	2.374381	48.865299	1904
Passy	2.285779	48.857445	1903
Pasteur	2.312681079	48.84283594	1906
Pelleport	2.401751876	48.86867053	1921
Pereire	2.299211	48.884648	1910
PereLachaise	2.387388	48.862921	1903
Pernety	2.318512201	48.83421027	1937
PhilippeAuguste	2.390938	48.858021	1903
Picpus	2.40049392	48.84515011	1909
PierreetMarieCurie	2.377893627	48.81591773	1946
Pigalle	2.337573	48.882255	1902
PlacedeClichy	2.327625	48.883809	1902
PlacedesFetes	2.392959595	48.87684044	1911
Placed'Italie	2.355692	48.831483	1906
PlaceMonge	2.352279	48.84359	1930
Plaisance	2.313740551	48.83155306	1937
Poissonniere	2.348445654	48.87707506	1910
PontdeLevalloisBecon	2.280787	48.897313	1937
PontdeNeuilly	2.259775	48.884968	1937
PontdeSevres	2.231034636	48.82974679	1934
PontMarie	2.357616127	48.8532868	1926
PontNeuf	2.341488	48.858676	1926
PorteDauphine	2.276768	48.871545	1900
Ported'Auteuil	2.25875	48.848025	1913
PortedeBagnolet	2.407278	48.864565	1971
PortedeChamperret	2.293487	48.885851	1911
PortedeCharenton	2.400400043	48.83278016	1931
PortedeChoisy	2.365292609	48.82031533	1930
PortedeClichy	2.313652039	48.89434542	1912
PortedeClignancourt	2.344945371	48.89703632	1908
PortedelaChapelle	2.359190583	48.89727437	1916
PortedelaVillette	2.385875881	48.89708922	1910
PortedeMontreuil	2.412244678	48.85379155	1933
PortedePantin	2.391814291	48.88847113	1942
PortedeSaintCloud	2.256956	48.838082	1934
PortedeSaintOuen	2.32870996	48.89677359	1911
PortedesLilas	2.406655	48.877183	1921
PortedeVanves	2.305884361	48.82794045	1937
PortedeVersailles	2.287841	48.832328	1910
PortedeVincennes	2.407759	48.847326	1900
Ported'Italie	2.360805	48.819196	1930
Ported'Ivry	2.370439768	48.82095992	1946
PorteDoree	2.406099737	48.83548144	1931
Ported'Orleans	2.325363	48.82319	1909
PorteMaillot	2.281925	48.877946	1900
PreSaintGervais	2.398914099	48.8802502	1911
Pyramides	2.334669828	48.86587224	1916
Pyramides	2.334669828	48.86587224	1998
Pyrenees	2.385259	48.873875	1935
QuaidelaGare	2.372773	48.837069	1909
QuaidelaRapee	2.365826	48.846539	1906
QuatreSeptembre	2.336633	48.869574	1904
Rambuteau	2.353905	48.861951	1935
Ranelagh	2.269634306	48.85501987	1922
Raspail	2.330606282	48.83919413	1906
ReaumurSebastopol	2.352388501	48.86624629	1904
Rennes	2.32776314	48.84819314	1910
Republique	2.363811	48.867503	1904
ReuillyDiderot	2.386447	48.847014	1900
RichardLenoir	2.371843	48.859772	1906
RichelieuDrouot	2.338741422	48.87198735	1928
Riquet	2.373578	48.88788	1910
Robespierre	2.423678	48.855683	1937
Rome	2.322052	48.882425	1902
RuedelaPompe	2.279051542	48.86391193	1922
RuedesBoulets	2.390151322	48.85181135	1933
RueduBac	2.325606644	48.85569049	1910
RueSaintMaur	2.379448	48.864335	1904
SaintAmbroise	2.374210954	48.86129512	1933
SaintAugustin	2.322133183	48.8744413	1923
SaintDenisPortedeParis	2.357769012	48.93021104	1976
SaintDenisUniversite	2.364	48.946	1998
SaintFargeau	2.404519916	48.87208261	1921
SaintFrancoisXavier	2.314475477	48.85195078	1923
SaintGeorges	2.337381542	48.87844922	1911
SaintGermaindesPres	2.333280444	48.8537739	1910
SaintJacques	2.337081	48.832913	1906
SaintLazare	2.32561	48.875684	1904
SaintMande	2.419019	48.846241	1934
SaintMarcel	2.360416353	48.83798838	1906
SaintMichel	2.343928814	48.85365036	1910
SaintPaul	2.360859	48.855214	1900
SaintPhilippeduRoule	2.310036421	48.87194148	1923
SaintPlacide	2.32691288	48.84684463	1910
SaintSebastienFroissart	2.36735791	48.86047987	1931
SaintSulpice	2.330651879	48.85090947	1910
Segur	2.306852639	48.84743417	1937
Sentier	2.346387	48.867569	1904
SevresBabylone	2.326655388	48.85150955	1910
SevresLecourbe	2.309475839	48.84563376	1906
Simplon	2.348201573	48.89338082	1908
Solferino	2.323224843	48.85824935	1910
Stalingrad	2.365824	48.884263	1903
StrasbourgSaintDenis	2.354008555	48.8695915	1908
SullyMorland	2.36189425	48.85142483	1931
Telegraphe	2.398433983	48.87546271	1935
Temple	2.360595	48.866488	1904
Ternes	2.298671	48.878178	1902
Tolbiac	2.357678	48.826665	1930
Trinited'Estienned'Orves	2.333197296	48.87630241	1910
Trocadero	2.287060618	48.86330141	1900
Tuileries	2.329617	48.864531	1900
Vaneau	2.321556509	48.84894681	1923
Varenne	2.314920723	48.85623757	1923
Vaugirard	2.301491	48.839649	1910
Vavin	2.328948677	48.84223223	1910
VictorHugo	2.285199	48.869817	1900
VillejuifLeoLagrange	2.363927364	48.80376846	1985
VillejuifLouisAragon	2.36756444	48.78717548	1985
VillejuifPaulVaillantCouturier	2.368248403	48.79599124	1985
Villiers	2.314867079	48.88113039	1902
Volontaires	2.307504416	48.84134253	1910
Voltaire	2.380106449	48.85780289	1933
Wagram	2.303668	48.884057	1910
