21	42
21	53
4	25
4	37
35	85
35	89
25	4
25	22
25	70
25	81
25	105
25	107
92	17
92	36
104	46
24	30
24	36
74	73
74	86
6	67
88	16
88	49
89	31
89	35
17	1
17	92
8	11
8	19
8	54
46	10
46	104
36	24
36	92
30	10
30	24
31	19
31	89
99	1
99	11
99	82
99	84
34	2
34	80
16	40
16	88
84	62
84	99
70	25
70	95
93	82
93	94
51	80
103	52
103	105
1	17
1	99
54	8
54	81
54	107
85	35
105	25
105	103
96	42
96	95
48	2
48	62
81	25
81	54
22	25
22	59
19	8
19	31
10	30
10	46
42	21
42	96
80	34
80	51
52	60
52	103
62	48
62	84
95	45
95	70
95	94
95	96
59	22
40	16
40	45
53	21
53	98
43	64
43	98
98	43
98	53
3	5
3	67
14	20
67	3
67	6
64	43
64	73
49	88
5	3
5	37
94	93
94	95
79	20
79	60
86	44
86	74
45	40
45	95
44	86
11	8
11	99
73	64
73	74
2	34
2	48
37	4
37	5
107	25
107	54
20	14
20	79
60	52
60	79
82	93
82	99
