165	33
165	164
224	179
224	223
207	70
207	96
229	119
229	170
37	23
37	162
37	194
37	209
112	48
112	114
141	93
164	103
164	165
68	23
68	36
68	63
68	80
19	46
19	108
36	23
36	68
39	168
39	169
18	98
18	162
96	66
96	207
124	15
86	9
86	10
65	99
65	186
98	18
98	157
215	186
215	213
26	193
26	203
27	15
27	217
114	112
114	113
213	55
213	56
213	116
213	215
85	53
85	196
89	115
89	133
46	19
46	152
194	37
194	120
115	89
115	203
8	5
8	22
57	58
57	103
157	98
157	193
120	69
120	87
120	99
120	122
120	150
120	194
99	65
99	120
223	5
223	224
80	5
80	68
9	50
9	86
9	200
161	146
93	141
93	168
126	88
126	156
88	74
88	126
34	69
34	209
63	68
63	152
150	11
150	120
150	170
150	196
150	204
137	11
137	54
195	134
167	58
167	130
200	9
200	55
55	200
55	213
48	112
156	119
156	126
168	39
168	93
152	46
152	63
177	113
177	180
77	7
77	122
54	137
217	27
217	66
11	137
11	150
209	34
209	37
196	85
196	150
187	130
5	8
5	80
5	205
5	223
58	57
58	167
22	8
22	146
66	96
66	217
130	167
130	187
122	43
122	69
122	77
122	120
134	33
134	195
180	177
180	179
222	62
222	192
108	19
204	23
204	150
103	57
103	164
186	65
186	215
53	62
53	85
69	34
69	101
69	120
69	122
193	26
193	157
205	5
205	162
113	114
113	169
113	177
74	88
74	95
149	50
33	134
33	165
170	150
170	229
7	77
7	116
162	18
162	23
162	37
162	205
23	36
23	37
23	68
23	87
23	162
23	204
133	89
43	10
43	122
146	22
146	161
169	39
169	113
203	26
203	115
138	110
138	192
192	138
192	222
116	7
116	213
62	53
62	222
50	9
50	149
97	56
97	95
87	23
87	120
179	180
179	224
56	97
56	213
70	101
70	207
101	69
101	70
110	138
10	43
10	86
119	156
119	229
15	27
15	124
95	74
95	97
